 ,Poll,Total voter,Yes(percent),No(percent),No comment(percent)
8 September 2020,"সরকার করোনা মহামারির বিষয়টি অনেকটাই প্রকৃতির ওপর ছেড়ে দিয়েছে, জনস্বাস্থ্যবিদ তৌফিক জোয়ারদারের এই বক্তব্যের সঙ্গে আপনি কি একমত?",3703,95,4,1
7 September 2020,নারায়ণগঞ্জে বিস্ফোরণের জন্য প্রকৃত দায়ীদের চিহ্নিত করে শাস্তি দেওয়া সম্ভব হবে বলে মনে করেন কি?,4044,7,92,1
6 September 2020,দেশের সব করোনা শনাক্তকরণ পরীক্ষাকেন্দ্র প্রতিদিন খোলা রাখার উদ্যোগ নেওয়া হবে বলে মনে করেন কি?,3682,12,86,2
5 September 2020,"চুরি করতে গিয়ে ইউএনও ওয়াহিদার ওপর হামলা চালানো হয়েছে, বলছেন এক আসামি—এটা বিশ্বাসযোগ্য বলে মনে করেন কি?",5976,2,97,1
3 September 2020,সরকারি কেনাকাটায় ৭০ শতাংশ ঠিকাদার দেরিতে কাজ শেষ করেন—বিশ্বব্যাংকের এই প্রতিবেদনের সঙ্গে আপনি কি একমত?,4143,98,1,1
2 September 2020,প্রত্যাশিত সময়ের আগেই করোনার টিকা পাওয়া সম্ভব—মার্কিন বিশেষজ্ঞ ফাউসির এ কথায় আপনার আস্থা আছে কি?,3516,21,75,4
1 September 2020,সরকারের নির্দেশনা না মানা গণপরিবহনের বিরুদ্ধে সড়ক পরিবহন মন্ত্রণালয় ব্যবস্থা নেবে বলে মনে করেন কি?,4704,4,95,1
31 August 2020,করোনাভাইরাসে আক্রান্ত ও মৃত্যু কমাতে স্বাস্থ্য মন্ত্রণালয়ের নেওয়া পদক্ষেপগুলো কার্যকর বলে মনে করেন কি?,5061,2,97,1
29 August 2020,"ডব্লিউটিও বলেছে, কৃষি বাণিজ্যে করোনাভাইরাসের প্রভাব পড়েনি—আপনিও কি তাই মনে করেন?",5567,12,86,2
28 August 2020,"উচ্চশিক্ষা প্রতিষ্ঠানে ভর্তির আগে ডোপ টেস্ট বাধ্যতামূলক করার সুপারিশ করেছে সংসদীয় কমিটি—এর সঙ্গে আপনি কি একমত?",6840,89,10,1
27 August 2020,শিক্ষাপ্রতিষ্ঠানের ছুটি বাড়িয়ে ৩ অক্টোবর পর্যন্ত করার সিদ্ধান্তের সঙ্গে আপনি কি একমত?,8092,80,19,1
26 August 2020,প্রাথমিক শিক্ষা সমাপনীর মতো এ বছরের জেএসসি পরীক্ষাও না নেওয়ার সিদ্ধান্ত গ্রহণ করা উচিত বলে মনে করেন কি?,7574,89,10,1
25 August 2020,"প্রার্থিতা বাতিলের ক্ষমতা ইসির হাতে রাখতে চান নির্বাচন কমিশনার মাহবুব তালুকদার, তাঁর এই দাবির সঙ্গে আপনি কি একমত?",5487,84,11,5
24 August 2020,"মন্ত্রিপরিষদ সচিব বলেছেন, স্কুল-কলেজ খোলার মতো অবস্থা আসেনি—আপনিও কি তাই মনে করেন?",8324,85,14,1
23 August 2020,মন্দ কোম্পানির শেয়ারের মূল্যবৃদ্ধি শেয়ারবাজারে ইতিবাচক পরিবর্তন আনবে বলে মনে করেন কি?,4550,6,88,6
22 August 2020,চট্টগ্রামের বিনোদনকেন্দ্রগুলো খুলে দেওয়ার সিদ্ধান্ত যৌক্তিক বলে মনে করেন কি?,6930,21,77,2
21 August 2020,সয়াবিন তেলের দাম লিটারে ৫ টাকা বাড়াতে চায় কোম্পানিগুলো—এটা যৌক্তিক বলে মনে করেন কি?,9447,3,96,1
20 August 2020,করোনা নিয়ে নিয়মিত স্বাস্থ্য বুলেটিন চালু রাখার সুপারিশ করেছে পরামর্শক কমিটি—এর সঙ্গে আপনি কি একমত?,8374,82,15,3
19 August 2020,করোনার কারণে প্রাথমিক শিক্ষা সমাপনী পরীক্ষা না নিতে প্রাথমিক ও গণশিক্ষা মন্ত্রণালয়ের প্রস্তাবের সঙ্গে আপনি কি একমত?,5650,89,10,1
18 August 2020,মহাসড়কে টোল আদায়ের কথা ভাবছে সরকার—এর সঙ্গে আপনি কি একমত?,4770,16,83,1
16 August 2020,যাত্রীদের কাছ থেকে নিরাপত্তা ও বিমানবন্দর উন্নয়ন ফি আদায়ের সিদ্ধান্ত যৌক্তিক বলে মনে করেন কি?,2892,13,86,1
15 August 2020,"আমিরাতের সঙ্গে চুক্তিতে ইসরায়েল বলেছে, ফিলিস্তিনি ভূখণ্ড আর দখলে নেবে না - এই অঙ্গীকারে আপনার আস্থা আছে কি?",1709,5,92,3
